id,addr_state,annual_inc,home_ownership,tax_liens,int_rate,term,loan_amnt,loan_status,next_pymnt_d,zip_code,application_type,issue_d,purpose
883,OH,62000.0,OWN,0.0,6.49,36.0,18000.0,Fully Paid,,440xx,Individual,Dec-2014,debt_consolidation
884,MS,26000.0,RENT,0.0,12.39,36.0,8000.0,Fully Paid,,396xx,Individual,Dec-2014,credit_card
885,NY,36000.0,MORTGAGE,0.0,12.39,36.0,13225.0,Fully Paid,,117xx,Individual,Dec-2014,debt_consolidation
886,CA,115000.0,MORTGAGE,0.0,8.67,36.0,3000.0,Fully Paid,,956xx,Individual,Dec-2014,debt_consolidation
887,VA,70000.0,RENT,0.0,12.99,36.0,14975.0,Fully Paid,,226xx,Individual,Dec-2014,debt_consolidation
888,FL,186000.0,MORTGAGE,0.0,6.99,36.0,33800.0,Fully Paid,,663xx,Individual,Dec-2014,credit_card
889,NY,79600.0,RENT,0.0,11.44,36.0,7500.0,Fully Paid,,115xx,Individual,Dec-2014,credit_card
890,KY,50000.0,MORTGAGE,0.0,14.31,36.0,8000.0,Fully Paid,,410xx,Individual,Dec-2014,debt_consolidation
891,AZ,140000.0,RENT,0.0,7.49,36.0,8000.0,Fully Paid,,864xx,Individual,Dec-2014,debt_consolidation
892,WA,61000.0,RENT,0.0,12.39,36.0,12000.0,Fully Paid,,980xx,Individual,Dec-2014,debt_consolidation
893,CA,52000.0,RENT,0.0,11.99,36.0,12000.0,Charged Off,,945xx,Individual,Dec-2014,debt_consolidation
894,AZ,58000.0,MORTGAGE,0.0,7.49,36.0,9000.0,Fully Paid,,853xx,Individual,Dec-2014,debt_consolidation
895,CA,185000.0,RENT,0.0,16.49,36.0,35000.0,Fully Paid,,951xx,Individual,Dec-2014,credit_card
896,FL,74200.0,MORTGAGE,0.0,17.14,60.0,18000.0,Charged Off,,347xx,Individual,Dec-2014,debt_consolidation
897,NC,50000.0,OWN,0.0,15.99,60.0,12000.0,Fully Paid,,276xx,Individual,Dec-2014,debt_consolidation
898,MN,65000.0,MORTGAGE,0.0,11.44,60.0,30000.0,Fully Paid,,563xx,Individual,Dec-2014,credit_card
899,AR,58000.0,MORTGAGE,0.0,11.99,36.0,2725.0,Fully Paid,,729xx,Individual,Dec-2014,debt_consolidation
900,MN,116000.0,MORTGAGE,0.0,8.19,60.0,24500.0,Current,Jan-2018,562xx,Individual,Dec-2014,debt_consolidation
901,NY,80000.0,OWN,5.0,8.67,36.0,10000.0,Fully Paid,,115xx,Individual,Dec-2014,home_improvement
902,CO,140000.0,RENT,0.0,12.99,36.0,14000.0,Fully Paid,,803xx,Individual,Dec-2014,credit_card
903,NV,32000.0,RENT,0.0,19.24,60.0,11200.0,Charged Off,,891xx,Individual,Dec-2014,credit_card
904,UT,102000.0,MORTGAGE,0.0,14.31,36.0,12000.0,Fully Paid,,840xx,Individual,Dec-2014,debt_consolidation
905,TX,66000.0,MORTGAGE,0.0,8.67,36.0,15000.0,Charged Off,,761xx,Individual,Dec-2014,home_improvement
906,WA,57708.0,MORTGAGE,0.0,12.99,60.0,25000.0,Fully Paid,,988xx,Individual,Dec-2014,debt_consolidation
907,IN,99826.0,MORTGAGE,0.0,14.31,60.0,15000.0,Current,Jan-2018,468xx,Individual,Dec-2014,debt_consolidation
908,TN,41000.0,RENT,0.0,7.49,36.0,6000.0,Fully Paid,,370xx,Individual,Dec-2014,credit_card
909,NV,58000.0,MORTGAGE,0.0,7.49,36.0,14400.0,Fully Paid,,890xx,Individual,Dec-2014,credit_card
910,CA,92000.0,RENT,0.0,10.49,36.0,20000.0,Fully Paid,,956xx,Individual,Dec-2014,debt_consolidation
911,NJ,88500.0,MORTGAGE,0.0,7.49,36.0,28000.0,Fully Paid,,074xx,Individual,Dec-2014,debt_consolidation
912,TX,180000.0,MORTGAGE,0.0,12.99,36.0,21000.0,Fully Paid,,775xx,Individual,Dec-2014,credit_card
913,CA,120000.0,MORTGAGE,0.0,11.44,60.0,20000.0,Fully Paid,,920xx,Individual,Dec-2014,credit_card
914,NC,156000.0,MORTGAGE,0.0,8.19,36.0,28000.0,Fully Paid,,280xx,Individual,Dec-2014,house
915,NJ,172000.0,OWN,0.0,14.31,36.0,5500.0,Fully Paid,,082xx,Individual,Dec-2014,other
916,CT,48000.0,RENT,0.0,13.66,36.0,10500.0,Fully Paid,,066xx,Individual,Dec-2014,credit_card
917,MI,48000.0,MORTGAGE,0.0,8.19,36.0,14400.0,Fully Paid,,481xx,Individual,Dec-2014,credit_card
918,AL,110000.0,RENT,0.0,6.49,36.0,15000.0,Fully Paid,,352xx,Individual,Dec-2014,credit_card
919,IN,82000.0,MORTGAGE,0.0,17.86,36.0,8000.0,Charged Off,,463xx,Individual,Dec-2014,debt_consolidation
920,IL,160000.0,MORTGAGE,0.0,8.67,36.0,35000.0,Fully Paid,,605xx,Individual,Dec-2014,credit_card
921,CA,55000.0,RENT,0.0,18.54,60.0,24125.0,Late (31-120 days),Jan-2018,941xx,Individual,Dec-2014,credit_card
922,NY,58000.0,MORTGAGE,0.0,17.14,60.0,26500.0,Fully Paid,,117xx,Individual,Dec-2014,credit_card
923,PA,60000.0,MORTGAGE,0.0,8.19,36.0,18000.0,Fully Paid,,173xx,Individual,Dec-2014,credit_card
924,PA,51000.0,RENT,0.0,6.99,36.0,4000.0,Current,Jan-2018,151xx,Individual,Dec-2014,credit_card
925,CO,52000.0,MORTGAGE,0.0,7.49,36.0,8000.0,Fully Paid,,810xx,Individual,Dec-2014,credit_card
926,NY,66000.0,RENT,0.0,17.14,60.0,20000.0,Fully Paid,,113xx,Individual,Dec-2014,debt_consolidation
927,WI,65000.0,MORTGAGE,0.0,15.99,36.0,8800.0,Fully Paid,,544xx,Individual,Dec-2014,debt_consolidation
928,CA,103000.0,RENT,0.0,16.49,36.0,30000.0,Fully Paid,,950xx,Individual,Dec-2014,debt_consolidation
929,CA,82500.0,MORTGAGE,0.0,8.67,60.0,20000.0,Current,Jan-2018,939xx,Individual,Dec-2014,home_improvement
930,SC,50000.0,MORTGAGE,0.0,11.44,36.0,9000.0,Fully Paid,,292xx,Individual,Dec-2014,debt_consolidation
931,PA,85000.0,MORTGAGE,0.0,10.49,60.0,35000.0,Current,Jan-2018,166xx,Individual,Dec-2014,credit_card
932,NC,85000.0,MORTGAGE,0.0,11.99,60.0,28000.0,Current,Jan-2018,274xx,Individual,Dec-2014,debt_consolidation
933,WI,160000.0,RENT,0.0,6.49,36.0,25000.0,Fully Paid,,100xx,Individual,Dec-2014,debt_consolidation
934,OH,40000.0,RENT,0.0,23.99,60.0,14375.0,Charged Off,,456xx,Individual,Dec-2014,debt_consolidation
935,OR,90000.0,MORTGAGE,0.0,8.67,60.0,15000.0,Fully Paid,,970xx,Individual,Dec-2014,debt_consolidation
936,CA,50000.0,MORTGAGE,0.0,16.49,36.0,2400.0,Fully Paid,,922xx,Individual,Dec-2014,other
937,IN,30000.0,MORTGAGE,0.0,13.66,36.0,10000.0,Fully Paid,,462xx,Individual,Dec-2014,debt_consolidation
938,WA,150000.0,MORTGAGE,0.0,14.31,60.0,34850.0,Fully Paid,,980xx,Individual,Dec-2014,debt_consolidation
939,GA,63000.0,OWN,0.0,19.99,60.0,15000.0,Fully Paid,,319xx,Individual,Dec-2014,debt_consolidation
940,CA,100000.0,MORTGAGE,0.0,12.99,60.0,35000.0,Current,Jan-2018,952xx,Individual,Dec-2014,credit_card
941,PA,50566.0,RENT,0.0,9.49,36.0,10000.0,Fully Paid,,190xx,Individual,Dec-2014,credit_card
942,NV,48000.0,RENT,0.0,12.39,36.0,10000.0,Fully Paid,,891xx,Individual,Dec-2014,debt_consolidation
943,AZ,116400.0,RENT,0.0,12.99,60.0,24000.0,Current,Jan-2018,850xx,Individual,Dec-2014,debt_consolidation
944,TX,65000.0,OWN,0.0,11.99,60.0,24000.0,Fully Paid,,770xx,Individual,Dec-2014,credit_card
945,NY,100000.0,RENT,1.0,7.49,36.0,20000.0,Fully Paid,,105xx,Individual,Dec-2014,credit_card
946,FL,90000.0,MORTGAGE,0.0,22.99,60.0,35000.0,Fully Paid,,336xx,Individual,Dec-2014,home_improvement
947,NJ,90000.0,MORTGAGE,0.0,14.31,60.0,32000.0,Fully Paid,,083xx,Individual,Dec-2014,credit_card
948,CA,300000.0,MORTGAGE,0.0,6.99,36.0,20000.0,Fully Paid,,926xx,Individual,Dec-2014,debt_consolidation
949,CA,90000.0,MORTGAGE,0.0,11.99,36.0,20000.0,Fully Paid,,921xx,Individual,Dec-2014,home_improvement
950,NV,32000.0,RENT,0.0,8.19,36.0,6300.0,Fully Paid,,891xx,Individual,Dec-2014,credit_card
951,NV,115000.0,RENT,0.0,12.99,36.0,8000.0,Charged Off,,890xx,Individual,Dec-2014,debt_consolidation
952,MS,42500.0,MORTGAGE,0.0,8.67,60.0,18000.0,Fully Paid,,392xx,Individual,Dec-2014,debt_consolidation
953,NJ,52000.0,MORTGAGE,0.0,14.99,60.0,19725.0,Charged Off,,808xx,Individual,Dec-2014,credit_card
954,MN,58800.0,RENT,0.0,8.67,36.0,18000.0,Fully Paid,,551xx,Individual,Dec-2014,debt_consolidation
955,MN,79000.0,MORTGAGE,0.0,6.49,36.0,15000.0,Late (31-120 days),Jan-2018,553xx,Individual,Dec-2014,debt_consolidation
956,AR,79000.0,RENT,0.0,8.19,36.0,9900.0,Fully Paid,,721xx,Individual,Dec-2014,credit_card
957,FL,33550.4,RENT,0.0,12.99,36.0,8000.0,Fully Paid,,330xx,Individual,Dec-2014,debt_consolidation
958,TX,24000.0,MORTGAGE,0.0,12.99,36.0,3000.0,Fully Paid,,762xx,Individual,Dec-2014,credit_card
959,TX,114000.0,MORTGAGE,0.0,6.49,36.0,20000.0,Fully Paid,,775xx,Individual,Dec-2014,credit_card
960,PA,45000.0,RENT,0.0,9.49,36.0,12000.0,Fully Paid,,160xx,Individual,Dec-2014,credit_card
961,TX,42000.0,MORTGAGE,0.0,12.99,36.0,4800.0,Fully Paid,,760xx,Individual,Dec-2014,debt_consolidation
962,MI,98000.0,MORTGAGE,0.0,19.24,60.0,14000.0,Current,Jan-2018,499xx,Individual,Dec-2014,credit_card
963,CA,168000.0,MORTGAGE,0.0,8.67,36.0,35000.0,Fully Paid,,922xx,Individual,Dec-2014,debt_consolidation
964,NH,120000.0,MORTGAGE,0.0,6.49,36.0,28000.0,Fully Paid,,032xx,Individual,Dec-2014,credit_card
965,WI,55000.0,RENT,0.0,6.03,36.0,10000.0,Fully Paid,,545xx,Individual,Dec-2014,debt_consolidation
966,FL,80000.0,RENT,0.0,14.99,36.0,12000.0,Fully Paid,,328xx,Individual,Dec-2014,debt_consolidation
967,IN,88000.0,OWN,0.0,8.67,60.0,22000.0,Fully Paid,,463xx,Individual,Dec-2014,credit_card
968,MS,38000.0,MORTGAGE,0.0,6.03,36.0,5000.0,Fully Paid,,395xx,Individual,Dec-2014,debt_consolidation
969,IL,30000.0,RENT,0.0,10.49,36.0,6000.0,Fully Paid,,610xx,Individual,Dec-2014,debt_consolidation
970,CA,145000.0,RENT,0.0,17.14,60.0,21000.0,Fully Paid,,944xx,Individual,Dec-2014,debt_consolidation
971,WI,85000.0,MORTGAGE,0.0,11.99,36.0,20000.0,Charged Off,,539xx,Individual,Dec-2014,debt_consolidation
972,CA,89000.0,RENT,0.0,6.49,36.0,28000.0,Fully Paid,,940xx,Individual,Dec-2014,debt_consolidation
973,CA,90000.0,MORTGAGE,0.0,8.67,36.0,24000.0,Fully Paid,,953xx,Individual,Dec-2014,credit_card
974,TN,85000.0,MORTGAGE,0.0,21.99,60.0,25000.0,Fully Paid,,370xx,Individual,Dec-2014,credit_card
975,NM,85964.62,MORTGAGE,0.0,6.03,36.0,8125.0,Fully Paid,,871xx,Individual,Dec-2014,other
976,TX,65000.0,MORTGAGE,0.0,8.19,36.0,3500.0,Fully Paid,,762xx,Individual,Dec-2014,home_improvement
977,CA,150000.0,MORTGAGE,0.0,11.44,60.0,35000.0,Fully Paid,,956xx,Individual,Dec-2014,debt_consolidation
978,FL,170000.0,RENT,1.0,7.49,36.0,11200.0,Fully Paid,,327xx,Individual,Dec-2014,credit_card
979,MI,35000.0,MORTGAGE,0.0,16.49,36.0,17475.0,Fully Paid,,482xx,Individual,Dec-2014,debt_consolidation
980,CT,65000.0,RENT,0.0,11.99,36.0,16000.0,Current,Jan-2018,062xx,Individual,Dec-2014,credit_card
981,TX,63000.0,RENT,0.0,14.99,36.0,1500.0,Fully Paid,,761xx,Individual,Dec-2014,other
982,GA,68000.0,RENT,0.0,15.99,36.0,9600.0,Charged Off,,306xx,Individual,Dec-2014,debt_consolidation
983,WI,82000.0,MORTGAGE,0.0,10.49,36.0,5000.0,Fully Paid,,531xx,Individual,Dec-2014,other
984,CA,40000.0,RENT,0.0,11.99,36.0,10000.0,Fully Paid,,908xx,Individual,Dec-2014,debt_consolidation
985,TX,38000.0,RENT,0.0,14.31,60.0,12000.0,Fully Paid,,794xx,Individual,Dec-2014,credit_card
986,CO,62800.0,RENT,0.0,12.99,36.0,16700.0,Fully Paid,,809xx,Individual,Dec-2014,debt_consolidation
987,CA,85000.0,MORTGAGE,0.0,13.66,36.0,16000.0,In Grace Period,Jan-2018,956xx,Individual,Dec-2014,debt_consolidation
988,GA,54000.0,RENT,0.0,13.66,60.0,13000.0,Current,Jan-2018,301xx,Individual,Dec-2014,debt_consolidation
989,TN,30000.0,MORTGAGE,0.0,11.44,60.0,10000.0,Fully Paid,,381xx,Individual,Dec-2014,credit_card
990,NM,149500.0,MORTGAGE,0.0,6.49,36.0,15000.0,Fully Paid,,871xx,Individual,Dec-2014,home_improvement
991,NJ,52200.0,MORTGAGE,0.0,15.59,60.0,18675.0,Fully Paid,,083xx,Individual,Dec-2014,debt_consolidation
992,VA,87000.0,MORTGAGE,0.0,10.49,36.0,10000.0,Charged Off,,223xx,Individual,Dec-2014,credit_card
993,AZ,65000.0,RENT,0.0,18.54,60.0,28500.0,Current,Jan-2018,853xx,Individual,Dec-2014,debt_consolidation
994,NY,83000.0,MORTGAGE,0.0,6.99,36.0,13600.0,Fully Paid,,112xx,Individual,Dec-2014,home_improvement
995,NJ,90300.0,MORTGAGE,0.0,17.14,60.0,27725.0,Charged Off,,085xx,Individual,Dec-2014,debt_consolidation
996,GA,80000.0,MORTGAGE,0.0,14.31,60.0,17000.0,Fully Paid,,303xx,Individual,Dec-2014,debt_consolidation
997,TN,91500.0,OWN,0.0,19.99,60.0,16850.0,Current,Jan-2018,370xx,Individual,Dec-2014,credit_card
998,FL,200000.0,MORTGAGE,0.0,8.19,60.0,18000.0,Fully Paid,,329xx,Individual,Dec-2014,home_improvement
999,PA,32880.0,MORTGAGE,0.0,14.99,36.0,5000.0,Fully Paid,,150xx,Individual,Dec-2014,other
